,Game,Watch time (hrs),Stream time (hrs),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Year,publisher,release_date_x,Platform,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,metascore,userscore,year,metascore_binned
2510,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PC,Action,0.36,0.64,0.0,0.08,1.08,79.0,37.0,2022.0,Good
2511,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,79.0,2014.0,Excellent
2512,Grand Theft Auto V,147224251.0,4092758.0,82575,1572,388547,16808,467,35.97,2018,Rockstar Games,2021-12-01,PC,Action,0.36,0.64,0.0,0.08,1.08,96.0,78.0,2015.0,Excellent
2619,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,78.0,2017.0,Great
2620,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,87.0,80.0,2016.0,Great
2621,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,85.0,83.0,2015.0,Great
2622,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,77.0,2015.0,Great
2623,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,78.0,2017.0,Great
2624,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,87.0,80.0,2016.0,Great
2625,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,85.0,83.0,2015.0,Great
2626,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,77.0,2015.0,Great
2627,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,78.0,2017.0,Great
2628,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,87.0,80.0,2016.0,Great
2629,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,85.0,83.0,2015.0,Great
2630,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,77.0,2015.0,Great
2631,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2016-07-05,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,78.0,2017.0,Great
2632,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2016-07-05,PS4,Sports,0.02,0.14,0.0,0.07,0.23,87.0,80.0,2016.0,Great
2633,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2016-07-05,PS4,Sports,0.02,0.14,0.0,0.07,0.23,85.0,83.0,2015.0,Great
2634,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2016-07-05,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,77.0,2015.0,Great
2635,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2016-07-05,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,78.0,2017.0,Great
2636,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2016-07-05,XOne,Sports,0.03,0.09,0.0,0.01,0.12,87.0,80.0,2016.0,Great
2637,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2016-07-05,XOne,Sports,0.03,0.09,0.0,0.01,0.12,85.0,83.0,2015.0,Great
2638,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2016-07-05,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,77.0,2015.0,Great
2639,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2016-07-05,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,78.0,2017.0,Great
2640,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2016-07-05,PC,Sports,0.01,0.01,0.0,0.0,0.02,87.0,80.0,2016.0,Great
2641,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2016-07-05,PC,Sports,0.01,0.01,0.0,0.0,0.02,85.0,83.0,2015.0,Great
2642,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2016-07-05,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,77.0,2015.0,Great
2643,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2018-01-16,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,78.0,2017.0,Great
2644,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2018-01-16,PS4,Sports,0.02,0.14,0.0,0.07,0.23,87.0,80.0,2016.0,Great
2645,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2018-01-16,PS4,Sports,0.02,0.14,0.0,0.07,0.23,85.0,83.0,2015.0,Great
2646,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2018-01-16,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,77.0,2015.0,Great
2647,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2018-01-16,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,78.0,2017.0,Great
2648,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2018-01-16,XOne,Sports,0.03,0.09,0.0,0.01,0.12,87.0,80.0,2016.0,Great
2649,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2018-01-16,XOne,Sports,0.03,0.09,0.0,0.01,0.12,85.0,83.0,2015.0,Great
2650,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2018-01-16,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,77.0,2015.0,Great
2651,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2018-01-16,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,78.0,2017.0,Great
2652,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2018-01-16,PC,Sports,0.01,0.01,0.0,0.0,0.02,87.0,80.0,2016.0,Great
2653,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2018-01-16,PC,Sports,0.01,0.01,0.0,0.0,0.02,85.0,83.0,2015.0,Great
2654,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,505 Games,2018-01-16,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,77.0,2015.0,Great
2655,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix Studios,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,78.0,2017.0,Great
2656,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix Studios,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,87.0,80.0,2016.0,Great
2657,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix Studios,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,85.0,83.0,2015.0,Great
2658,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix Studios,2015-07-07,PS4,Sports,0.02,0.14,0.0,0.07,0.23,86.0,77.0,2015.0,Great
2659,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix Studios,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,78.0,2017.0,Great
2660,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix Studios,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,87.0,80.0,2016.0,Great
2661,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix Studios,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,85.0,83.0,2015.0,Great
2662,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix Studios,2015-07-07,XOne,Sports,0.03,0.09,0.0,0.01,0.12,86.0,77.0,2015.0,Great
2663,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix Studios,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,78.0,2017.0,Great
2664,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix Studios,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,87.0,80.0,2016.0,Great
2665,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix Studios,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,85.0,83.0,2015.0,Great
2666,Rocket League,49155757.0,2667764.0,173257,684,333152,5612,304,18.43,2018,Psyonix Studios,2015-07-07,PC,Sports,0.01,0.01,0.0,0.0,0.02,86.0,77.0,2015.0,Great
2686,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,34.0,2011.0,Good
2687,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,72.74148256587704,54.0,2014.0,Good
2688,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,49.0,2016.0,Good
2689,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2011-04-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,76.0,53.0,2015.0,Good
2690,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,34.0,2011.0,Good
2691,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,72.74148256587704,54.0,2014.0,Good
2692,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,49.0,2016.0,Good
2693,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2011-04-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,76.0,53.0,2015.0,Good
2694,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,34.0,2011.0,Good
2695,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,72.74148256587704,54.0,2014.0,Good
2696,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,80.0,49.0,2016.0,Good
2697,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2014-02-12,PC,Shooter,0.0,0.23,0.0,0.06,0.29,76.0,53.0,2015.0,Good
2698,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,34.0,2011.0,Good
2699,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,72.74148256587704,54.0,2014.0,Good
2700,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,80.0,49.0,2016.0,Good
2701,World of Tanks,36547513.0,1438966.0,62930,436,59901,4172,164,25.4,2018,Wargaming.net,2014-02-12,X360,Shooter,0.0,0.03,0.0,0.0,0.04,76.0,53.0,2015.0,Good
2705,Street Fighter V,29196012.0,409895.0,194902,336,25294,3333,46,71.23,2018,Capcom,2016-02-16,PS4,Fighting,0.35,0.26,0.08,0.13,0.82,74.0,32.0,2016.0,Good
2706,Street Fighter V,29196012.0,409895.0,194902,336,25294,3333,46,71.23,2018,Capcom,2016-02-16,PS4,Fighting,0.35,0.26,0.08,0.13,0.82,77.0,37.0,2016.0,Good
2707,Street Fighter V,29196012.0,409895.0,194902,336,25294,3333,46,71.23,2018,Capcom,2016-02-16,PC,Fighting,0.0,0.05,0.0,0.0,0.05,74.0,32.0,2016.0,Good
2708,Street Fighter V,29196012.0,409895.0,194902,336,25294,3333,46,71.23,2018,Capcom,2016-02-16,PC,Fighting,0.0,0.05,0.0,0.0,0.05,77.0,37.0,2016.0,Good
2711,God of War,26894681.0,1170191.0,292083,5006,128891,3070,133,22.98,2018,Sony Interactive Entertainment,2005-03-22,PS2,Action,2.71,1.29,0.02,0.43,4.45,93.0,85.0,2022.0,Excellent
2712,God of War,26894681.0,1170191.0,292083,5006,128891,3070,133,22.98,2018,Sony Interactive Entertainment,2005-03-22,PS2,Action,2.71,1.29,0.02,0.43,4.45,94.0,91.0,2018.0,Excellent
2713,God of War,26894681.0,1170191.0,292083,5006,128891,3070,133,22.98,2018,Sony Interactive Entertainment,2005-03-22,PS2,Action,2.71,1.29,0.02,0.43,4.45,94.0,89.0,2005.0,Excellent
2717,God of War,26894681.0,1170191.0,292083,5006,128891,3070,133,22.98,2018,PlayStation PC,2022-01-14,PS2,Action,2.71,1.29,0.02,0.43,4.45,93.0,85.0,2022.0,Excellent
2718,God of War,26894681.0,1170191.0,292083,5006,128891,3070,133,22.98,2018,PlayStation PC,2022-01-14,PS2,Action,2.71,1.29,0.02,0.43,4.45,94.0,91.0,2018.0,Excellent
2719,God of War,26894681.0,1170191.0,292083,5006,128891,3070,133,22.98,2018,PlayStation PC,2022-01-14,PS2,Action,2.71,1.29,0.02,0.43,4.45,94.0,89.0,2005.0,Excellent
2742,Counter-Strike,419802259.0,7521830.0,1233293,2177,529109,47928,858,55.81,2017,Valve,2000-11-09,XB,Shooter,0.85,0.23,0.0,0.04,1.11,74.0,76.0,2003.0,Good
2743,Counter-Strike,419802259.0,7521830.0,1233293,2177,529109,47928,858,55.81,2017,Valve,2000-11-09,XB,Shooter,0.85,0.23,0.0,0.04,1.11,88.0,92.0,2000.0,Great
2744,Counter-Strike,419802259.0,7521830.0,1233293,2177,529109,47928,858,55.81,2017,Sierra Studios,2000-11-08,XB,Shooter,0.85,0.23,0.0,0.04,1.11,74.0,76.0,2003.0,Good
2745,Counter-Strike,419802259.0,7521830.0,1233293,2177,529109,47928,858,55.81,2017,Sierra Studios,2000-11-08,XB,Shooter,0.85,0.23,0.0,0.04,1.11,88.0,92.0,2000.0,Great
2746,Counter-Strike,419802259.0,7521830.0,1233293,2177,529109,47928,858,55.81,2017,Microsoft Game Studios,2003-11-18,XB,Shooter,0.85,0.23,0.0,0.04,1.11,74.0,76.0,2003.0,Good
2747,Counter-Strike,419802259.0,7521830.0,1233293,2177,529109,47928,858,55.81,2017,Microsoft Game Studios,2003-11-18,XB,Shooter,0.85,0.23,0.0,0.04,1.11,88.0,92.0,2000.0,Great
2748,Counter-Strike,419802259.0,7521830.0,1233293,2177,529109,47928,858,55.81,2017,Valve Corporation,2013-01-24,XB,Shooter,0.85,0.23,0.0,0.04,1.11,74.0,76.0,2003.0,Good
2749,Counter-Strike,419802259.0,7521830.0,1233293,2177,529109,47928,858,55.81,2017,Valve Corporation,2013-01-24,XB,Shooter,0.85,0.23,0.0,0.04,1.11,88.0,92.0,2000.0,Great
2750,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2016-05-24,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,73.0,60.0,2019.0,Good
2751,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2016-05-24,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,91.0,59.0,2016.0,Excellent
2752,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2016-05-24,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,91.0,64.0,2016.0,Excellent
2753,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2016-05-24,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,90.0,64.0,2016.0,Great
2754,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2016-05-24,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,73.0,60.0,2019.0,Good
2755,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2016-05-24,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,91.0,59.0,2016.0,Excellent
2756,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2016-05-24,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,91.0,64.0,2016.0,Excellent
2757,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2016-05-24,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,90.0,64.0,2016.0,Great
2758,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2016-05-24,PC,Shooter,0.22,0.18,0.0,0.04,0.43,73.0,60.0,2019.0,Good
2759,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2016-05-24,PC,Shooter,0.22,0.18,0.0,0.04,0.43,91.0,59.0,2016.0,Excellent
2760,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2016-05-24,PC,Shooter,0.22,0.18,0.0,0.04,0.43,91.0,64.0,2016.0,Excellent
2761,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2016-05-24,PC,Shooter,0.22,0.18,0.0,0.04,0.43,90.0,64.0,2016.0,Great
2762,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,73.0,60.0,2019.0,Good
2763,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,91.0,59.0,2016.0,Excellent
2764,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,91.0,64.0,2016.0,Excellent
2765,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2019-10-15,PS4,Shooter,0.64,0.68,0.14,0.26,1.73,90.0,64.0,2016.0,Great
2766,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,73.0,60.0,2019.0,Good
2767,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,91.0,59.0,2016.0,Excellent
2768,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,91.0,64.0,2016.0,Excellent
2769,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2019-10-15,XOne,Shooter,0.52,0.25,0.0,0.08,0.85,90.0,64.0,2016.0,Great
2770,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,73.0,60.0,2019.0,Good
2771,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,91.0,59.0,2016.0,Excellent
2772,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,91.0,64.0,2016.0,Excellent
2773,Overwatch,239726714.0,10326057.0,329834,3561,665386,27369,1178,23.22,2017,Blizzard Entertainment,2019-10-15,PC,Shooter,0.22,0.18,0.0,0.04,0.43,90.0,64.0,2016.0,Great
2775,World of Warcraft,134721259.0,5849937.0,114050,3142,182309,15380,667,23.03,2017,Blizzard Entertainment,2004-11-23,PC,Role-Playing,0.07,6.21,0.0,0.0,6.28,93.0,74.0,2004.0,Excellent
2776,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2013.0,Excellent
2777,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,81.0,27.0,2022.0,Great
2779,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,83.0,2014.0,Excellent
2780,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,79.0,37.0,2022.0,Good
2781,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,97.0,79.0,2014.0,Excellent
2782,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,PS3,Action,7.01,9.27,0.97,4.14,21.4,96.0,78.0,2015.0,Excellent
2783,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2013.0,Excellent
2784,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,81.0,27.0,2022.0,Great
2786,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,83.0,2014.0,Excellent
2787,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,79.0,37.0,2022.0,Good
2788,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,97.0,79.0,2014.0,Excellent
2789,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,X360,Action,9.63,5.31,0.06,1.38,16.38,96.0,78.0,2015.0,Excellent
2790,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2013.0,Excellent
2791,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,81.0,27.0,2022.0,Great
2793,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,83.0,2014.0,Excellent
2794,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,79.0,37.0,2022.0,Good
2795,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,97.0,79.0,2014.0,Excellent
2796,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,PS4,Action,3.8,5.81,0.36,2.02,11.98,96.0,78.0,2015.0,Excellent
2797,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2013.0,Excellent
2798,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,81.0,27.0,2022.0,Great
2800,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,83.0,2014.0,Excellent
2801,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,79.0,37.0,2022.0,Good
2802,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,97.0,79.0,2014.0,Excellent
2803,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,XOne,Action,2.66,2.01,0.0,0.41,5.08,96.0,78.0,2015.0,Excellent
2804,Grand Theft Auto V,122232186.0,3753095.0,146629,1320,398048,13955,428,32.57,2017,Rockstar Games,2013-09-17,PC,Action,0.36,0.64,0.0,0.08,1.08,97.0,83.0,2013.0,Excellent
